Unnamed: 0,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,ram_gb,ram_type,is_ram_expandable,storage_gb,storage_type,processor_brand,processor_tier,processor_generation,cpu_speed_ghz,display_size,display_type,gpu_type,gpu_brand,weight_kg,battery_hours,battery_wh,battery_chemistry,adapter_wattage,casing_material,ram_weight_kg,processor_weight_kg,battery_weight_kg,display_weight_kg,storage_weight_kg,casing_weight_kg,ram_erp,processor_erp,battery_erp,display_erp,storage_erp,casing_erp,total_erp,ram_method,processor_method,battery_method,display_method,storage_method,casing_method,ram_ghg,processor_ghg,battery_ghg,display_ghg,storage_ghg,casing_ghg,total_ghg
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,11.6 ,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,4,DDR4,0,64,SSD,Intel,i7,10,2.0,11.6,IPS,Integrated,Intel,0.8,12.0,72.0,Li-ion,45,Plastic,0.016,0.035,0.432,0.3016,0.01,0.1,352.7168000000001,5857.061000000001,20215.612800000003,865.133568,146.495,0.0,27230.48445816001,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.136,0.14700000000000002,1.8144,0.24128,0.085,0.03,2.45368
200,Acer,Acer Aspire 3 A315-53 (NX.H38SI.002) Laptop (15.6 Inch | Core i3 8th Gen | 4 GB | Windows 10 | 1 TB HDD)::576183::computer::laptops,30360,Intel Core i3 (8th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.2 Ghz Processor,LED,15.6 ,UHD 620,Intel,NO SSD,1024 GB HDD Storage,45, Upto 7 Hrs Battery Life,4,DDR4,0,1024,HDD,Intel,i3,8,2.2,15.6,IPS,Integrated,Intel,1.82,7.0,42.0,Li-ion,45,Plastic,0.016,0.025,0.252,0.40559999999999996,0.07,1.0514000000000001,352.7168000000001,4183.615000000001,11792.440800000004,1163.455488,400.89000000000004,0.0,18361.985763662244,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Mechanical_Separation,Refurbishment,0.136,0.10500000000000001,1.0584,0.32448,0.05600000000000001,0.31542000000000003,1.9953000000000003
201,Lenovo,Lenovo Ideapad Slim 3i 15IML05 (81WB010XIN) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD)::588804::computer::laptops,34990,Intel Core i3 (10th Gen),Intel,Not Expandable,4 GB , DDR4 RAM, 2.1 Ghz Processor,LED,15.6 ,UHD,Intel,256 GB SSD Storage,No HDD,45,45W Adapter,4,DDR4,0,256,SSD,Intel,i3,10,2.1,15.6,IPS,Integrated,Intel,1.52,8.0,48.0,Li-ion,45,Plastic,0.016,0.025,0.28800000000000003,0.40559999999999996,0.01,0.7754000000000001,352.7168000000001,4183.615000000001,13477.075200000005,1163.455488,146.495,0.0,18903.098745309224,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.136,0.10500000000000001,1.2096000000000002,0.32448,0.085,0.23262000000000002,2.0927000000000002
202,Lenovo,Lenovo Ideapad 3 14IGL05 (81WH007KIN) Laptop (14 Inch | Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD)::593535::computer::laptops,25200,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB , DDR4 RAM, 2.8 Ghz Processor,LED,14 ,Integrated,Intel,256 GB SSD Storage,No HDD,no,,4,DDR4,0,256,SSD,Intel,i3,10,2.8,14.0,IPS,Integrated,Intel,1.2,8.0,48.0,Li-ion,65,Plastic,0.016,0.025,0.28800000000000003,0.364,0.01,0.4969999999999999,352.7168000000001,4183.615000000001,13477.075200000005,1044.12672,146.495,0.0,19020.89873845969,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.136,0.10500000000000001,1.2096000000000002,0.2912,0.085,0.14909999999999995,1.9759000000000004
203,HP,HP 14s-dq5007TU (695R9PA) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::599370::computer::laptops,54999,Intel Core i5 (12th Gen),Intel, 8 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 10 Hrs Battery Life,8,DDR4,1,512,SSD,Intel,i5,12,4.2,14.0,IPS,Integrated,Intel,1.2,10.0,60.0,Li-ion,65,Plastic,0.032,0.03,0.36,0.364,0.01,0.4039999999999999,705.4336000000002,5020.338000000001,16846.344,1044.12672,146.495,0.0,23211.641689080934,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.512,0.2912,0.085,0.12119999999999997,2.4074
204,Infinix,Infinix INBook X1 Slim XL21 Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 11 | 512 GB SSD)::595806::computer::laptops,33390,Intel Core i5 (10th Gen),Intel,Not Expandable,8 GB LP, LPDDR4X RAM, 1.0 Ghz Processor,LCD,14 ,"UHD GPU, 128 MB",Intel,512 GB SSD Storage,No HDD,65, Upto 11 Hrs Battery Life,8,DDR4,0,512,SSD,Intel,i5,10,1.0,14.0,IPS,Integrated,Intel,1.2,11.0,66.0,Li-ion,65,Plastic,0.032,0.03,0.396,0.364,0.01,0.3679999999999999,705.4336000000002,5020.338000000001,18530.978400000004,1044.12672,146.495,0.0,26095.811902286787,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.6632000000000002,0.2912,0.085,0.11039999999999996,2.5478
205,Lenovo,Lenovo Ideapad Gaming 3 15ACH6 (82K2025LIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::612538::computer::laptops,72000,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 3.3 Ghz Processor,LCD,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,no,,16,DDR4,0,512,SSD,AMD,i5,10,3.3,15.6,IPS,Dedicated,NVIDIA,1.92,8.0,48.0,Li-ion,65,Magnesium_Alloy,0.064,0.03,0.28800000000000003,0.40559999999999996,0.01,1.1223999999999998,1410.8672000000004,5020.338000000001,13477.075200000005,1163.455488,146.495,4136.26848,25928.534391809182,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.126,1.2096000000000002,0.32448,0.085,0.8979199999999999,3.1870000000000003
206,HP,HP 14s-fy1003AU (6K7V7PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::596973::computer::laptops,50568,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 4.0 Ghz Processor,LCD,14 ,Radeon Graphics,AMD,512 GB SSD Storage,No HDD,65, Upto 12 Hrs Battery Life,16,DDR4,0,512,SSD,AMD,i5,10,4.0,14.0,IPS,Dedicated,AMD,1.6,12.0,72.0,Li-ion,65,Plastic,0.064,0.03,0.432,0.364,0.01,0.7000000000000001,1410.8672000000004,5020.338000000001,20215.612800000003,1044.12672,146.495,0.0,27433.14259916796,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.544,0.126,1.8144,0.2912,0.085,0.21000000000000002,3.0705999999999998
207,Dell,Dell Inspiron 15 3511 (D560573WIN9BE) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::593213::computer::laptops,35999,Intel Core i3 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 1.2 Ghz Processor,LED,15.6 ,UHD,Intel,256 GB SSD Storage , 1024 GB HDD Storage,no,,8,DDR4,1,1280,SSD,Intel,i3,10,1.2,15.6,IPS,Integrated,Intel,1.52,8.0,48.0,Li-ion,65,Plastic,0.032,0.025,0.28800000000000003,0.40559999999999996,0.01,0.7594000000000001,705.4336000000002,4183.615000000001,13477.075200000005,1163.455488,146.495,0.0,19864.945766479803,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.2096000000000002,0.32448,0.085,0.22782000000000002,2.2239
208,Dell,Dell Vostro 3510 (ICC-D585041WIN8) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::618141::computer::laptops,44350,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,15.6 ,UHD,Intel,256 GB SSD Storage , 1024 GB HDD Storage,no,Upto 10 Hrs Battery Life,8,DDR4,0,1280,SSD,Intel,i3,10,1.2,15.6,IPS,Integrated,Intel,1.52,10.0,60.0,Li-ion,65,Plastic,0.032,0.025,0.36,0.40559999999999996,0.01,0.6874,705.4336000000002,4183.615000000001,16846.344,1163.455488,146.495,0.0,23483.972754326038,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.512,0.32448,0.085,0.20622,2.5047
209,Lenovo,Lenovo Ideapad 1 14IGL7 (82V6006EIN) Slim 1 (82V6006EIN) Laptop (14 Inch | Intel Celeron Dual Core | 8 GB | Windows 11 | 256 GB SSD)::615873::computer::laptops,25490,Intel Celeron Dual-Core,Intel, 8 GB Expandable,8 GB , DDR4 RAM , 2.8 Ghz Processor,LCD,14 ,UHD,Intel,256 GB SSD Storage,No HDD,no,Upto 8 Hrs Battery Life,8,DDR4,1,256,SSD,Intel,i3,10,2.8,14.0,IPS,Integrated,Intel,1.2,8.0,48.0,Li-ion,65,Plastic,0.032,0.025,0.28800000000000003,0.364,0.01,0.48099999999999987,705.4336000000002,4183.615000000001,13477.075200000005,1044.12672,146.495,0.0,19621.51841349689,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.2096000000000002,0.2912,0.085,0.14429999999999996,2.1071
210,Acer,Acer Nitro 5 AN515-58 (NH.QFSSI.001) Laptop (15.6 Inch | Core i7 12th Gen | 16 GB | Windows 11 | 1 TB SSD)::611667::computer::laptops,102990,Intel Core i7 (12th Gen),Intel,Not Expandable,16 GB , DDR4 RAM, 3.1 Ghz Processor,LCD,15.6 ,"GeForce RTX 3070 Ti GPU, 8 GB",NVIDIA,1024 GB SSD Storage,No HDD,no,,16,DDR4,0,1024,SSD,Intel,i7,12,3.1,15.6,IPS,Dedicated,NVIDIA,1.92,8.0,48.0,Li-ion,65,Aluminum,0.064,0.035,0.28800000000000003,0.40559999999999996,0.01,1.1174,1410.8672000000004,5857.061000000001,13477.075200000005,1163.455488,146.495,6250.959079999999,28356.270169423766,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.14700000000000002,1.2096000000000002,0.32448,0.085,0.89392,3.204
211,HP,HP Pavilion 14-dv2053TU (6K9C6PA) Laptop (14 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::595661::computer::laptops,62490,Intel Core i5 (12th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 4.2 Ghz Processor,LCD,14 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65,65W Adapter,8,DDR4,0,512,SSD,Intel,i5,12,4.2,14.0,IPS,Integrated,Intel,1.2,8.0,48.0,Li-ion,65,Magnesium_Alloy,0.032,0.03,0.28800000000000003,0.364,0.01,0.476,705.4336000000002,5020.338000000001,13477.075200000005,1044.12672,146.495,1754.1552,21804.582220480996,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.272,0.126,1.2096000000000002,0.2912,0.085,0.3808,2.3646000000000003
212,ASUS,ASUS Chromebook CX1500CKA-EJ0277 Laptop (15.6 Inch | Intel Celeron Dual Core | 4 GB | Google Chrome | 128 GB SSD)::613158::computer::laptops,17990,Intel Celeron Dual-Core,Intel,Not Expandable,4 GB LP, LPDDR4X RAM, 1.1 Ghz Processor,LCD,15.6 ,UHD,Intel,128 GB SSD Storage,No HDD,45, Upto 10 Hrs Battery Life,4,DDR4,0,128,SSD,Intel,i3,10,1.1,15.6,IPS,Integrated,Intel,1.52,10.0,60.0,Li-ion,45,Plastic,0.016,0.025,0.36,0.40559999999999996,0.01,0.7034,352.7168000000001,4183.615000000001,16846.344,1163.455488,146.495,0.0,22138.61227833186,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.136,0.10500000000000001,1.512,0.32448,0.085,0.21102,2.3735
213,HP,HP Victus 16-d0310TX (7K4X0PA) Laptop (16.1 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 512 GB SSD)::599729::computer::laptops,55400,Intel Core i5 (11th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 2.7 Ghz Processor,LCD,16.1 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,70,70W Adapter,8,DDR4,0,512,SSD,Intel,i5,11,2.7,16.1,IPS,Dedicated,NVIDIA,2.0200000000000005,8.0,48.0,Li-ion,70,Plastic,0.032,0.03,0.28800000000000003,0.4186,0.01,1.2414000000000005,705.4336000000002,5020.338000000001,13477.075200000005,1200.745728,146.495,0.0,21039.856643606512,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,1.2096000000000002,0.33488000000000007,0.085,0.37242000000000014,2.3999
214,Lenovo,Lenovo V15 G4 (82YU00W7IN) Laptop (15.6 Inch | AMD Quad Core Ryzen 3 | 8 GB | Windows 11 | 512 GB SSD)::612036::computer::laptops,27990,AMD Quad-Core Ryzen 3,AMD, 8 GB Expandable,8 GB LP, LPDDR5 RAM , 2.4 Ghz Processor,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,no,,8,DDR5,1,512,SSD,AMD,i3,10,2.4,15.6,IPS,Dedicated,AMD,1.92,8.0,48.0,Li-ion,65,Plastic,0.032,0.025,0.28800000000000003,0.40559999999999996,0.01,1.1594,705.4336000000002,4183.615000000001,13477.075200000005,1163.455488,146.495,0.0,20148.793614340146,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.10500000000000001,1.2096000000000002,0.32448,0.085,0.34781999999999996,2.3439
215,Lenovo,Lenovo Ideapad Gaming 3 15IMH05 (81Y401ANIN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::593688::computer::laptops,60990,Intel Core i5 (10th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 2.5 Ghz Processor,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,135,135W Adapter,8,DDR4,1,1280,SSD,Intel,i5,10,2.5,15.6,IPS,Dedicated,NVIDIA,1.92,8.0,48.0,Li-ion,135,Magnesium_Alloy,0.032,0.03,0.28800000000000003,0.40559999999999996,0.01,1.1543999999999999,705.4336000000002,5020.338000000001,13477.075200000005,1163.455488,146.495,4254.19488,24964.78353299019,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.272,0.126,1.2096000000000002,0.32448,0.085,0.9235199999999999,2.9406
216,HP,HP Victus 16-d0311TX (7K4X1PA) Laptop (16.1 Inch | Core i5 11th Gen | 16 GB | Windows 11 | 512 GB SSD)::599691::computer::laptops,60900,Intel Core i5 (11th Gen),Intel, 32 GB Expandable,16 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,16.1 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,512 GB SSD Storage,No HDD,150,150W Adapter,16,DDR4,1,512,SSD,Intel,i5,11,4.2,16.1,IPS,Dedicated,NVIDIA,2.0200000000000005,8.0,48.0,Li-ion,150,Magnesium_Alloy,0.064,0.03,0.28800000000000003,0.4186,0.01,1.2094000000000005,1410.8672000000004,5020.338000000001,13477.075200000005,1200.745728,146.495,4456.8808800000015,25464.066164567954,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.126,1.2096000000000002,0.33488000000000007,0.085,0.9675200000000004,3.267000000000001
217,HP,HP 15s-eq2132AU (8H968PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD)::613193::computer::laptops,44800,AMD Hexa-Core Ryzen 5,AMD,Not Expandable,16 GB , DDR4 RAM, 4.0 Ghz Processor,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,65,65W Adapter,16,DDR4,0,512,SSD,AMD,i5,10,4.0,15.6,IPS,Dedicated,AMD,1.92,8.0,48.0,Li-ion,65,Plastic,0.064,0.03,0.28800000000000003,0.40559999999999996,0.01,1.1223999999999998,1410.8672000000004,5020.338000000001,13477.075200000005,1163.455488,146.495,0.0,21026.260524305908,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.544,0.126,1.2096000000000002,0.32448,0.085,0.33671999999999996,2.6258000000000004
218,HP,HP 15s-ey2001AU (8H969PA) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::612539::computer::laptops,48990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,15.6 ,Radeon,AMD,512 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life,16,DDR4,1,512,SSD,AMD,i7,10,4.2,15.6,IPS,Dedicated,AMD,1.92,9.0,54.0,Li-ion,65,Plastic,0.064,0.035,0.324,0.40559999999999996,0.01,1.0814,1410.8672000000004,5857.061000000001,15161.709600000004,1163.455488,146.495,0.0,24061.433975262906,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.544,0.14700000000000002,1.3608,0.32448,0.085,0.32442,2.7857
219,MSI,MSI GV62 7RD-2297XIN Laptop (15.6 Inch | Core i7 7th Gen | 8 GB | DOS | 1 TB HDD)::576804::computer::laptops,67990,Intel Core i7 (7th Gen),Intel, 32 GB Expandable,8 GB , DDR4 RAM , 2.8 Ghz Processor,LED,15.6 ,"GeForce GTX 1050 GPU, 4 GB",NVIDIA,NO SSD,1024 GB HDD Storage,no,,8,DDR4,1,1024,HDD,Intel,i7,7,2.8,15.6,IPS,Dedicated,NVIDIA,2.22,8.0,48.0,Li-ion,65,Magnesium_Alloy,0.032,0.035,0.28800000000000003,0.40559999999999996,0.07,1.3894000000000002,705.4336000000002,5857.061000000001,13477.075200000005,1163.455488,400.89000000000004,5120.216880000001,27360.877792334497,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Mechanical_Separation,Mechanical_Separation,0.272,0.14700000000000002,1.2096000000000002,0.32448,0.05600000000000001,1.1115200000000003,3.1206000000000005
220,Acer,Acer Aspire 3 A314-22 (UN.HVVSI.012) Laptop (14 Inch | AMD Dual Core Athlon | 4 GB | Windows 11 | 256 GB SSD)::594758::computer::laptops,22899,AMD Dual-Core Athlon,AMD, 8 GB Expandable,4 GB , DDR4 RAM , 2.6 Ghz Processor,LCD,14 ,Radeon,AMD,256 GB SSD Storage,No HDD,no, Upto 9.50 Hrs Battery Life,4,DDR4,1,256,SSD,AMD,i5,10,2.6,14.0,IPS,Dedicated,AMD,1.6,9.5,57.0,Li-ion,65,Plastic,0.016,0.03,0.342,0.364,0.01,0.8380000000000001,352.7168000000001,5020.338000000001,16004.026800000003,1044.12672,146.495,0.0,23091.842414920895,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.136,0.126,1.4364000000000001,0.2912,0.085,0.2514,2.326
221,ASUS,ASUS Vivobook 16X M1603QA-MB742WS Laptop (16 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD)::611469::computer::laptops,58990,AMD Octa-Core Ryzen 7,AMD, 16 GB Expandable,16 GB , DDR4 RAM , 4.2 Ghz Processor,LCD,16 ,Radeon,AMD,512 GB SSD Storage,No HDD,90, Upto 6 Hrs Battery Life,16,DDR4,1,512,SSD,AMD,i7,10,4.2,16.0,IPS,Dedicated,AMD,2.0,6.0,36.0,Li-ion,90,Magnesium_Alloy,0.064,0.035,0.216,0.416,0.01,1.259,1410.8672000000004,5857.061000000001,10107.806400000001,1193.28768,146.495,4639.666800000001,23747.376773579726,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.14700000000000002,0.9072,0.3328,0.085,1.0071999999999999,3.0232
222,Acer,Acer Predator Helios Neo 16 PHN16-71 (NH.QLTSI.002) Laptop (16 Inch | Core i7 13th Gen | 16 GB | Windows 11 | 512 GB SSD)::611410::computer::laptops,120980,Intel Core i7 (13th Gen) Processor,Intel, 32 GB Expandable,16 GB , DDR5 RAM ,0,LCD,16 ,"GeForce RTX 4050 GPU, 6 GB",NVIDIA,512 GB SSD Storage,No HDD,230,230W Adapter,16,DDR5,1,512,SSD,Intel,i7,13,2.5,16.0,IPS,Dedicated,NVIDIA,2.0,8.0,48.0,Li-ion,230,Aluminum,0.064,0.035,0.28800000000000003,0.416,0.01,1.187,1410.8672000000004,5857.061000000001,13477.075200000005,1193.28768,146.495,6640.3153999999995,28969.893886949205,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.544,0.14700000000000002,1.2096000000000002,0.3328,0.085,0.9496000000000001,3.2680000000000007
223,HP,HP Pavilion 15-EG2009TU (67U22PA) Laptop (15.6 Inch | Core i5 12th Gen | 8 GB | Windows 11 | 512 GB SSD)::595238::computer::laptops,74250,Intel Core i5 (12th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 4.7 Ghz Processor,LCD,15.6 ,Iris Xe,Intel,512 GB SSD Storage,No HDD,65, Upto 10.15 Hrs Battery Life,8,DDR4,1,512,SSD,Intel,i5,12,4.7,15.6,IPS,Integrated,Intel,1.52,10.15,60.900000000000006,Li-ion,65,Magnesium_Alloy,0.032,0.03,0.36540000000000006,0.40559999999999996,0.01,0.677,705.4336000000002,5020.338000000001,17099.039160000008,1163.455488,146.495,2494.8804,25965.18942552561,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.272,0.126,1.5346800000000003,0.32448,0.085,0.5416000000000001,2.8837600000000005
224,HP,HP Pavilion Gaming 15-dk2100TX (48U95PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD)::587738::computer::laptops,68200,Intel Core i5 (11th Gen),Intel, 16 GB Expandable,8 GB , DDR4 RAM , 3.1 Ghz Processor,LED,15.6 ,"GeForce GTX 1650 GPU, 4 GB",NVIDIA,256 GB SSD Storage , 1024 GB HDD Storage,150, Upto 6 Hrs Battery Life,8,DDR4,1,1280,SSD,Intel,i5,11,3.1,15.6,IPS,Dedicated,NVIDIA,1.92,6.0,36.0,Li-ion,150,Magnesium_Alloy,0.032,0.03,0.216,0.40559999999999996,0.01,1.2264,705.4336000000002,5020.338000000001,10107.806400000001,1163.455488,146.495,4519.52928,21223.24836518395,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Mechanical_Separation,0.272,0.126,0.9072,0.32448,0.085,0.98112,2.6958
225,AVITA,AVITA Satus Ultimus S111 NU14A1INC43PN-CG Laptop (14.1 Inch | Intel Celeron Dual Core | 4 GB | Windows 11 | 128 GB SSD)::599212::computer::laptops,15990,Intel Celeron Dual-Core,Intel, 4 GB Expandable,4 GB LP, LPDDR4 RAM , 2.8 Ghz Processor,LCD,14.1 ,UHD 600,Intel,128 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,4,DDR4,1,128,SSD,Intel,i3,10,2.8,14.1,IPS,Integrated,Intel,1.22,8.0,48.0,Li-ion,65,Plastic,0.016,0.025,0.28800000000000003,0.3666,0.01,0.5144,352.7168000000001,4183.615000000001,13477.075200000005,1051.5847679999997,146.495,0.0,19670.895879153144,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.136,0.10500000000000001,1.2096000000000002,0.29328,0.085,0.15431999999999998,1.9832000000000003
226,ASUS,ASUS VivoBook 15 X515JA-BQ302W Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 1 TB HDD)::596932::computer::laptops,39990,Intel Core i3 (10th Gen),Intel,Not Expandable,8 GB , DDR4 RAM, 1.2 Ghz Processor,LCD,15.6 ,UHD,Intel,NO SSD,1024 GB HDD Storage,45,45W Adapter,8,DDR4,0,1024,HDD,Intel,i3,10,1.2,15.6,IPS,Integrated,Intel,1.82,8.0,48.0,Li-ion,45,Plastic,0.032,0.025,0.28800000000000003,0.40559999999999996,0.07,0.9994000000000001,705.4336000000002,4183.615000000001,13477.075200000005,1163.455488,400.89000000000004,0.0,20057.740154293773,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Mechanical_Separation,Refurbishment,0.272,0.10500000000000001,1.2096000000000002,0.32448,0.05600000000000001,0.29982000000000003,2.2669
227,ASUS,ASUS VivoBook 14 X415EA-EB572WS Laptop (14 Inch | Core i5 11th Gen | 8 GB | Windows 11 | 1 TB HDD 256 GB SSD)::594414::computer::laptops,57099,Intel Core i5 (11th Gen),Intel, 12 GB Expandable,8 GB , DDR4 RAM , 4.2 Ghz Processor,LED,14 ,Iris Xe,Intel,256 GB SSD Storage , 1024 GB HDD Storage,37, Upto 6 Hrs Battery Life,8,DDR4,1,1280,SSD,Intel,i5,11,4.2,14.0,IPS,Integrated,Intel,1.2,6.0,36.0,Li-ion,37,Plastic,0.032,0.03,0.216,0.364,0.01,0.5479999999999999,705.4336000000002,5020.338000000001,10107.806400000001,1044.12672,146.495,0.0,16522.868075013397,Pyrometallurgy,Hydrometallurgy,Hydrometallurgy,Mechanical_Separation,Pyrometallurgy,Refurbishment,0.272,0.126,0.9072,0.2912,0.085,0.16439999999999996,1.8457999999999999
